Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9
50,0,21.1,42.09,20.29,41.7,22.1,44.0,20.1,41.6633333333333,18.79,56.755,1.39,92.46666666666668,18.5,38.07,21.616666666666696,48.515,18.29,48.29
50,0,21.1,42.09,20.29,41.6633333333333,22.1,44.035,20.033333333333296,41.53,18.79,56.7,1.5,92.8333333333333,18.5,38.09,21.6,48.575,18.39,48.29
40,0,21.033333333333296,42.03,20.29,41.6633333333333,22.1,44.06,20.0,41.53,18.79,56.6327777777778,1.56666666666667,92.96666666666668,18.5,38.09,21.6,48.59,18.39,48.29
40,0,21.033333333333296,42.03,20.2,41.5,22.1222222222222,44.09,20.0,41.59,18.79,56.59,1.73,93.16,18.5,38.09,21.5944444444444,48.6083333333333,18.39,48.29
40,0,21.0,42.0,20.2,41.5,22.1,44.09,20.0,41.59,18.79,56.5094444444444,1.8633333333333295,93.43333333333328,18.5,38.09,21.533333333333296,48.7,18.39,48.29
40,0,21.0,42.0,20.2,41.5,22.1,44.09,19.9266666666667,41.59,18.78,56.4444444444444,2.0,93.35,18.5,38.09,21.5,48.6572222222222,18.3566666666667,48.26
50,0,21.0,42.0,20.2,41.5,22.1,44.09,19.89,41.59,18.78,56.405,2.12666666666667,93.56333333333329,18.4938888888889,38.085,21.5,48.59,18.29,48.2
30,0,20.9266666666667,42.0,20.1666666666667,41.5,22.1,44.09,19.89,41.59,18.745,56.3022222222222,2.26,93.76333333333329,18.445,38.0933333333333,21.4388888888889,48.54,18.29,48.29
30,0,20.89,42.0,20.1,41.56,22.1,44.09,19.89,41.7,18.725,56.275,2.4,93.8,18.4022222222222,38.0961111111111,21.4511111111111,48.5744444444444,18.29,48.29
30,10,20.89,42.0,20.1,41.5,22.088888888888896,44.08,19.89,41.7,18.74,56.14,2.4666666666666694,93.8666666666667,18.408333333333296,38.09,21.3961111111111,48.51,18.3566666666667,48.363333333333294
40,10,20.89,42.2666666666667,20.1,41.56,22.0055555555556,43.768888888888895,19.89,41.7,18.77,56.0,2.53,93.9,18.4205555555556,38.1205555555556,21.4144444444444,48.655,18.39,48.29
60,20,20.89,42.5266666666667,20.1,41.73,21.945,43.6266666666667,19.89,41.83333333333329,18.725,56.0,2.66333333333333,94.0266666666667,18.408333333333296,38.1083333333333,21.39,48.6766666666667,18.39,48.23
50,30,20.8566666666667,42.963333333333296,20.033333333333296,41.79,21.8844444444444,43.5494444444444,19.89,42.0,18.7,56.0,2.82666666666667,94.3333333333333,18.4144444444444,38.1144444444444,21.3622222222222,48.4822222222222,18.39,48.1633333333333
50,20,20.79,43.1725,20.1,42.03,21.8011111111111,43.4111111111111,19.9175,42.1175,18.7,56.045,2.9666666666666694,94.46666666666668,18.408333333333296,38.1205555555556,21.29,48.2872222222222,18.39,48.03
70,20,20.79,43.26,20.033333333333296,42.03,21.79,43.3816666666667,20.0,42.43,18.7,56.055,3.1566666666666694,94.7266666666667,18.3961111111111,38.1877777777778,21.275,48.0605555555556,18.39,47.9666666666667
60,20,20.79,43.23,20.0,42.1266666666667,21.79,43.29,20.1,42.4666666666667,18.7,56.02,3.29,94.8,18.39,38.1877777777778,21.23,47.838888888888896,18.39,47.8266666666667
60,10,20.79,43.363333333333294,20.0,42.26,21.79,43.29,20.1,42.3266666666667,18.7,56.0,3.5,95.0,18.39,38.205,21.2,47.6794444444444,18.323333333333295,47.79
80,0,20.79,43.463333333333296,20.0,42.345,21.745,43.27,20.1,42.29,18.7,56.0,3.56,95.0,18.39,38.28,21.1611111111111,47.535,18.323333333333295,47.73
60,10,20.79,43.723333333333294,20.0,42.5,21.74,43.18722222222221,20.1,42.43,18.7,56.0,3.79,95.09,18.39,38.29,21.1,47.45,18.39,47.6633333333333
60,20,20.79,43.6633333333333,20.0,42.6333333333333,21.6764705882353,42.8270588235294,20.1,42.53,18.7,55.95,3.8633333333333297,95.23,18.39,38.345,21.1,47.3277777777778,18.39,47.59
50,20,20.79,43.723333333333294,19.89,42.7,21.6411764705882,42.99,20.226666666666695,42.7966666666667,18.7,55.7672222222222,4.03,95.3666666666667,18.3844444444444,38.11,21.0722222222222,47.09,18.39,47.43
50,20,20.79,43.723333333333294,19.963333333333296,42.5666666666667,21.6055555555556,43.005,20.663333333333295,42.9666666666667,18.7,55.5294444444444,4.165,95.5675,18.3011111111111,37.845,21.0,46.6333333333333,18.323333333333295,47.29
60,10,20.79,43.39,19.963333333333296,42.4666666666667,21.6,43.0,20.8566666666667,42.9,18.6555555555556,55.1855555555556,4.263333333333329,95.73,18.29,37.715,20.9694444444444,46.3311111111111,18.323333333333295,47.1633333333333
170,10,20.79,43.1633333333333,19.89,42.3266666666667,21.5944444444444,42.848333333333294,20.89,42.5633333333333,18.6666666666667,54.9516666666667,4.3333333333333295,95.8,18.29,37.645,20.89,46.0933333333333,18.323333333333295,47.03
350,0,20.79,43.09,19.89,42.2,21.533333333333296,42.378333333333295,20.823333333333295,42.09666666666671,18.6277777777778,54.7488888888889,4.46666666666667,95.93333333333328,18.29,37.59,20.878888888888895,45.8872222222222,18.323333333333295,46.76
140,0,20.79,45.76333333333329,19.89,42.33333333333329,21.4327777777778,42.4611111111111,20.76,41.76,18.6222222222222,54.61166666666671,4.53,96.03,18.29,37.525,20.8566666666667,45.6127777777778,18.323333333333295,46.5666666666667
80,0,20.8566666666667,45.6966666666667,19.8566666666667,42.5,21.39,42.4722222222222,20.6333333333333,41.5666666666667,18.6,54.465,4.59,96.1566666666667,18.235,37.5,20.8177777777778,45.3827777777778,18.29,46.345
50,0,20.79,44.863333333333294,19.8566666666667,42.6333333333333,21.39,42.433333333333294,20.6,41.4,18.6,54.3116666666667,4.69,96.4,18.24,37.52,20.79,45.1966666666667,18.29,46.1333333333333
40,0,20.79,44.6566666666667,19.8566666666667,42.6333333333333,21.39,42.4111111111111,20.533333333333296,41.3266666666667,18.6,54.1377777777778,4.69,96.4,18.22,37.52,20.76,45.025,18.29,45.933333333333294
50,0,20.79,44.4666666666667,19.79,42.56,21.373333333333296,42.3755555555556,20.5,41.29,18.6,53.9933333333333,4.8333333333333295,96.53,18.2,37.5,20.705,44.9327777777778,18.29,45.76
60,10,20.79,44.4,19.79,42.5,21.29,42.3205555555556,20.4266666666667,41.1566666666667,18.6,53.8683333333333,4.9,96.6566666666667,18.2,37.5,20.7,44.8022222222222,18.29,45.7
60,30,20.76,44.6566666666667,19.79,42.56,21.29,42.3327777777778,20.39,41.4,18.6,53.745,5.03,96.76,18.2,37.525,20.6944444444444,44.728888888888896,18.23,45.5
60,20,20.7,44.73,19.79,42.5,21.29,42.4,20.39,41.62,18.6,53.5933333333333,5.09,96.9,18.2,37.59,20.6111111111111,44.5572222222222,18.23,45.433333333333294
80,20,20.7,44.545,19.79,42.5,21.29,42.4611111111111,20.463333333333296,41.9666666666667,18.6,53.5,5.22666666666667,96.93333333333328,18.1888888888889,37.645,20.6,44.5,18.2,45.2
70,20,20.7,44.53,19.79,42.4,21.29,42.525,20.5,42.1266666666667,18.6,53.4205555555556,5.36666666666667,97.06,18.1666666666667,37.715,20.5833333333333,44.5,18.2,45.1266666666667
70,20,20.7,44.59,19.79,42.4,21.2955555555556,42.57,20.5,42.2,18.6,53.245,5.53,97.3,18.2,37.824736842105295,20.533333333333296,44.5,18.2,45.06
90,30,20.7,44.59,19.84,42.345,21.3066666666667,42.59,20.533333333333296,42.3266666666667,18.6,53.1422222222222,5.65666666666667,97.3,18.2,37.9052631578947,20.5,44.5,18.2,45.0
60,30,20.7,44.6633333333333,19.79,42.26,21.29,42.6022222222222,20.6,42.4,18.6,53.0,5.8333333333333295,97.43333333333328,18.1368421052632,38.0,20.5,44.515,18.2,45.0
50,20,20.7,44.863333333333294,19.8566666666667,42.26,21.29,42.68166666666671,20.6,42.5,18.6,52.9105555555556,6.0225,97.5225,18.1444444444444,38.1755555555556,20.4816666666667,44.575,18.2,44.933333333333294
470,30,20.6333333333333,44.79,19.8566666666667,42.26,21.29,42.7,20.6,42.56,18.6,52.8022222222222,6.263333333333329,97.6566666666667,18.1,38.26,20.4266666666667,44.585,18.2,44.9666666666667
600,10,20.7,45.863333333333294,19.8566666666667,42.26,21.27,42.7511111111111,20.7,42.79,18.6,52.755,6.633333333333329,97.96333333333328,18.1,38.44333333333329,20.39,44.59,18.2,44.9
330,10,20.7,47.73,19.8566666666667,42.36,21.3972222222222,43.2255555555556,20.7,42.79,18.6,52.7,7.093333333333329,98.1566666666667,18.1,38.63888888888889,20.39,44.6966666666667,18.2,44.933333333333294
260,0,20.79,46.8266666666667,19.8566666666667,42.69333333333329,21.711666666666705,44.25,20.6,42.5,18.5944444444444,52.755,7.463333333333329,98.26,18.1555555555556,38.8377777777778,20.351111111111095,44.845,18.2,45.0
240,0,20.79,46.69333333333329,19.9266666666667,42.933333333333294,22.1022222222222,45.01,20.533333333333296,42.56,18.5722222222222,52.79,7.656666666666669,98.4,18.1333333333333,39.0377777777778,20.3622222222222,44.9983333333333,18.2,45.0
220,10,20.89,46.363333333333294,20.066666666666695,43.1333333333333,22.4094444444444,45.475,20.5,42.6566666666667,18.588888888888896,52.715,7.866666666666669,98.43333333333328,18.1777777777778,39.2055555555556,20.3455555555556,45.1205555555556,18.2,45.06
260,10,20.963333333333296,45.823333333333295,20.23,43.23,22.588888888888896,45.4894444444444,20.5,42.863333333333294,18.5777777777778,52.7,8.06666666666667,98.56,18.1555555555556,39.4077777777778,20.3288888888889,45.2611111111111,18.2,45.145
300,20,21.033333333333296,45.6233333333333,20.3566666666667,43.23,22.745,45.46,20.5,43.09666666666671,18.6,52.7,8.25666666666667,98.66,18.2,39.6166666666667,20.29,45.4377777777778,18.2,45.23
70,10,21.1,45.1566666666667,20.4266666666667,43.26,22.9572222222222,45.3438888888889,20.5,43.49,18.5777777777778,52.7,8.529999999999998,98.8,18.2,39.81888888888889,20.29,45.598333333333294,18.2,45.29
60,20,21.1333333333333,44.96,20.5,43.0,23.088888888888896,45.0666666666667,20.463333333333296,43.59,18.6,52.735,8.86666666666667,98.93333333333328,18.2,40.0822222222222,20.29,45.7905555555556,18.2,45.4
70,20,21.2,44.5666666666667,20.5,42.863333333333294,22.998333333333296,44.463888888888896,20.39,43.59,18.5722222222222,52.745,9.2,99.06,18.2,40.308888888888895,20.29,45.9661111111111,18.2,45.4666666666667
70,30,21.23,44.363333333333294,20.5,42.73,22.84,44.11,20.39,43.73,18.5222222222222,52.6327777777778,9.5,98.79666666666668,18.2,40.5077777777778,20.235,46.0722222222222,18.2,45.59
110,20,21.29,44.6966666666667,20.6,42.59,22.775,43.9377777777778,20.39,43.79,18.5,52.555,9.5,98.79666666666668,18.2,40.7136842105263,20.21,46.198888888888895,18.2,45.6633333333333
180,20,21.29,45.433333333333294,20.6,42.6633333333333,22.6722222222222,43.6022222222222,20.39,43.845,18.5,52.555,9.56666666666667,98.96333333333328,18.2,40.961052631578895,20.2,46.335,18.2,45.79
170,20,21.365,45.37,20.6,42.73,22.538888888888895,43.3511111111111,20.29,44.03,18.5,52.58,9.42666666666667,99.1566666666667,18.2,41.1910526315789,20.2,46.4761111111111,18.2,45.93
50,30,21.39,45.4666666666667,20.6,42.863333333333294,22.5,43.4,20.29,44.1633333333333,18.5,52.613333333333294,9.3,99.19,18.215,41.36166666666671,20.2,46.728333333333296,18.2,46.4966666666667
50,20,21.39,45.26,20.7,43.2666666666667,22.4938888888889,43.4,20.29,44.29,18.5,52.8105555555556,9.3,99.12333333333329,18.205,41.4816666666667,20.2,47.1177777777778,18.26,47.4966666666667
60,20,21.463333333333296,45.4,20.87,43.57,22.4022222222222,43.4,20.29,44.29,18.5,53.0616666666667,9.3,99.045,18.235,41.6327777777778,20.2,47.215,18.29,47.79
60,20,21.6333333333333,45.6633333333333,21.066666666666695,43.83333333333329,22.4022222222222,43.448888888888895,20.29,44.433333333333294,18.5,53.3627777777778,9.33,98.96666666666668,18.24,41.728888888888896,20.1888888888889,47.28,18.29,47.863333333333294
60,20,21.76,45.53,21.323333333333295,43.9666666666667,22.4022222222222,43.51,20.29,44.69333333333329,18.5,53.5783333333333,9.463333333333328,98.96666666666668,18.29,41.8877777777778,20.1666666666667,47.29,18.29,47.9
60,20,21.9266666666667,45.4666666666667,21.463333333333296,43.9666666666667,22.39,43.555,20.323333333333295,45.23,18.55,53.8105555555556,9.63,99.12333333333329,18.351111111111095,41.9,20.2,47.29,18.29,47.9
70,0,22.0,45.3266666666667,21.6,43.5633333333333,22.39,43.6266666666667,20.39,45.43,18.5722222222222,53.8572222222222,9.823333333333329,99.26333333333329,18.39,41.9,20.2,47.29,18.3566666666667,47.9
80,10,22.033333333333296,45.33,21.6666666666667,43.363333333333294,22.39,43.6083333333333,20.39,45.6333333333333,18.5444444444444,53.8205555555556,10.0,99.3,18.39,41.9388888888889,20.2,47.375,18.29,47.9
90,0,22.1,45.863333333333294,21.823333333333295,43.463333333333296,22.39,43.6883333333333,20.39,45.433333333333294,18.5944444444444,53.9761111111111,10.0,99.2266666666667,18.39,41.988888888888894,20.225,48.213333333333296,18.39,47.9
90,0,22.2,46.19333333333329,21.89,43.59,22.39,43.79,20.39,45.3266666666667,18.6,54.145,10.0,99.0266666666667,18.39,41.988888888888894,20.3127777777778,49.103888888888896,18.39,47.9
100,0,22.26,45.86,22.0,43.4666666666667,22.378888888888895,43.79,20.39,45.3266666666667,18.6,54.255,10.0666666666667,98.63333333333328,18.39,42.0,20.5044444444444,49.7272222222222,18.39,47.9
90,0,22.323333333333295,45.5266666666667,22.066666666666695,43.4666666666667,22.2955555555556,43.79,20.39,45.26,18.6,54.3694444444444,10.1,97.8666666666667,18.39,42.0,20.6055555555556,50.2861111111111,18.39,47.9
100,0,22.39,45.3266666666667,22.1,43.4,22.29,43.8144444444444,20.39,45.2,18.6,54.4222222222222,10.0333333333333,97.32666666666668,18.39,42.0,20.725,50.635,18.39,47.8266666666667
100,0,22.39,44.99,22.1,43.1333333333333,22.29,43.8816666666667,20.39,45.2666666666667,18.6,54.4222222222222,10.0,95.79333333333328,18.39,42.0,20.8066666666667,50.863888888888894,18.39,47.79
120,0,22.39,44.79,22.1333333333333,42.9666666666667,22.29,43.845,20.39,45.5266666666667,18.6,54.393888888888895,10.0,94.5333333333333,18.39,42.0,20.9205555555556,51.035,18.39,47.79
120,0,22.5,44.6333333333333,22.2,42.9,22.2955555555556,43.715,20.39,45.73,18.6,54.3266666666667,10.0,92.06333333333329,18.39,41.9388888888889,21.038888888888895,50.9611111111111,18.39,47.79
120,0,22.5,44.433333333333294,22.2,42.863333333333294,22.3677777777778,43.68166666666671,20.39,45.863333333333294,18.6222222222222,54.3094444444444,10.0,90.66333333333328,18.39,41.9,21.1,50.76333333333329,18.39,47.73
110,0,22.6,44.26,22.2,42.79,22.378888888888895,43.5972222222222,20.39,45.95,18.616666666666696,54.245,9.963333333333328,89.4566666666667,18.39,41.9,21.1883333333333,50.5044444444444,18.39,47.7
100,0,22.6,44.095,22.2,42.7,22.378888888888895,43.51,20.39,46.03,18.6055555555556,54.205,9.89,88.99666666666668,18.39,41.9,21.28,50.3694444444444,18.323333333333295,47.7
100,0,22.6,44.0,22.2,42.7,22.378888888888895,43.5,20.463333333333296,46.1633333333333,18.6277777777778,54.225,9.89,89.43,18.39,41.9,21.3288888888889,50.1672222222222,18.39,47.59
80,0,22.6,43.863333333333294,22.2,42.6633333333333,22.39,43.488888888888894,20.4266666666667,46.1266666666667,18.6444444444444,54.235,9.8225,89.165,18.39,41.9,21.39,50.018888888888895,18.39,47.59
110,0,22.6666666666667,43.79,22.2225,42.59,22.39,43.4277777777778,20.5,46.2,18.6555555555556,54.2,9.86,88.92333333333329,18.39,41.9,21.39,49.9055555555556,18.3566666666667,47.59
90,0,22.7,43.7,22.29,42.59,22.39,43.3877777777778,20.5,46.23,18.6333333333333,54.1755555555556,9.83,89.09999999999998,18.39,41.9,21.4205555555556,49.9277777777778,18.3566666666667,47.53
90,10,22.7,43.6266666666667,22.323333333333295,42.5,22.39,43.3694444444444,20.5,46.363333333333294,18.6666666666667,54.23,9.89,89.7,18.39,41.9111111111111,21.4572222222222,49.9611111111111,18.323333333333295,47.5
350,0,22.79,43.6266666666667,22.39,42.433333333333294,22.408333333333296,43.308333333333294,20.5,46.4,18.7,54.225,9.89,89.18999999999998,18.39,41.9111111111111,21.4022222222222,49.933333333333294,18.39,47.5
530,10,22.79,43.9,22.39,42.4,22.3961111111111,43.3494444444444,20.5,46.2666666666667,18.7,54.27,9.89,89.18999999999998,18.39,41.9055555555556,21.445,50.0477777777778,18.29,47.5
500,30,22.9266666666667,51.33,22.39,42.4666666666667,22.4144444444444,43.735,20.5,46.7333333333333,18.7,54.3138888888889,9.793333333333328,89.68999999999998,18.39,41.9388888888889,21.4755555555556,50.2205555555556,18.3566666666667,47.5
100,0,23.066666666666695,57.6633333333333,22.533333333333296,43.13,22.39,44.3405555555556,20.5,48.26,18.7,54.5644444444444,9.26666666666667,90.83,18.39,41.8327777777778,21.4938888888889,50.125,18.29,47.433333333333294
110,10,23.1,53.6966666666667,22.6,43.863333333333294,22.4266666666667,45.2227777777778,20.6,48.9,18.7,54.973888888888894,8.859999999999998,93.1,18.39,41.745,21.4144444444444,49.7322222222222,18.3566666666667,47.433333333333294
120,20,23.1,51.1633333333333,22.7,44.1633333333333,22.4938888888889,45.5644444444444,20.6,48.4266666666667,18.7,55.3227777777778,8.66666666666667,93.3666666666667,18.39,41.5877777777778,21.4694444444444,49.71,18.445,47.3
370,30,23.2,49.4266666666667,22.7,44.03,22.5,45.4988888888889,20.533333333333296,48.4266666666667,19.3305555555556,73.1877777777778,8.46333333333333,93.4,18.39,41.4111111111111,21.5,49.6327777777778,18.5,47.0
210,20,23.2,48.0933333333333,22.79,43.723333333333294,22.538888888888895,45.3172222222222,20.6666666666667,48.9,19.698888888888895,77.95722222222221,8.39,93.46666666666668,18.3961111111111,41.2983333333333,21.511111111111095,49.6377777777778,18.5,47.06
110,20,23.2,46.96,22.79,43.59,22.6,45.0922222222222,20.79,48.79,20.0416666666667,81.0044444444444,8.3,93.76333333333329,18.408333333333296,41.1844444444444,21.5555555555556,49.6427777777778,18.39,47.0
100,20,23.2,46.5,22.73,43.6633333333333,22.6,44.9822222222222,20.79,48.59666666666671,21.7577777777778,87.70166666666668,8.3,93.83,18.39,41.055,21.4694444444444,49.6911111111111,18.39,46.933333333333294
100,20,23.2,45.99,22.73,43.53,22.588888888888896,44.8022222222222,20.89,48.1633333333333,21.038888888888895,89.8244444444445,8.3,93.8966666666667,18.39,40.9722222222222,21.4022222222222,50.3588888888889,18.39,46.863333333333294
100,20,23.2,45.53,22.7,43.33333333333329,22.55,44.70888888888889,20.89,47.89,20.61,92.1933333333333,8.3,93.62333333333329,18.4144444444444,40.91611111111111,21.4388888888889,50.8983333333333,18.39,46.79
100,20,23.2,45.1,22.6333333333333,43.1266666666667,22.5,44.6022222222222,20.89,47.545,20.3322222222222,93.2305555555556,8.189999999999998,93.4,18.39,40.8022222222222,21.4022222222222,51.1105555555556,18.39,46.76
100,20,23.2,44.7666666666667,22.6,42.9666666666667,22.4938888888889,44.575,21.0,47.363333333333294,20.1222222222222,93.62277777777781,8.1675,93.325,18.39,40.735,21.4266666666667,51.22,18.39,46.7
100,20,23.1,44.545,22.533333333333296,42.9,22.4266666666667,44.4833333333333,21.066666666666695,47.29,19.9938888888889,93.0155555555556,8.03333333333333,93.3666666666667,18.39,40.7,21.4327777777778,51.2877777777778,18.39,46.6633333333333
110,20,23.066666666666695,44.33333333333329,22.463333333333296,42.723333333333294,22.39,44.4111111111111,21.1,47.1633333333333,19.9022222222222,91.45611111111108,7.866666666666669,93.5,18.4022222222222,40.735,21.463333333333296,51.2822222222222,18.39,46.59
110,30,23.0,44.2,22.39,42.59,22.39,44.3877777777778,21.1,47.09,19.873333333333296,89.8761111111111,7.66,93.3666666666667,18.4022222222222,40.77,21.4755555555556,51.3433333333333,18.39,46.5
80,10,23.0,44.1633333333333,22.34,42.545,22.39,44.3155555555556,21.2,46.9666666666667,19.8122222222222,88.4933333333333,7.46666666666667,93.46333333333328,18.39,40.79,21.4755555555556,51.3755555555556,18.39,46.5
230,0,23.0,44.03,22.26,42.5266666666667,22.34,44.2194444444444,21.2,46.8266666666667,19.735,87.3155555555556,7.4,93.8633333333333,18.39,40.775,21.5,51.4,18.39,46.5
420,10,22.89,43.76,22.1333333333333,42.2666666666667,22.255,44.055,21.1666666666667,46.0633333333333,19.7,86.1744444444444,7.43333333333333,94.6,18.39,40.73,21.408333333333296,51.293333333333294,18.323333333333295,46.433333333333294
240,0,22.89,43.6266666666667,22.1,42.3266666666667,22.2,44.025,21.033333333333296,45.59666666666671,19.616666666666696,84.4866666666667,7.5,94.93333333333328,18.39,40.7,21.39,51.135,18.3566666666667,46.4
70,0,22.79,43.5,22.1,42.4,22.1611111111111,44.09,20.963333333333296,45.26,19.5277777777778,82.38555555555558,7.59,94.96666666666668,18.39,40.68166666666671,21.39,51.01,18.29,46.4
70,0,22.79,43.5,22.1,42.5,22.1,44.1205555555556,20.89,45.0666666666667,19.4816666666667,79.9755555555556,7.59,94.9,18.39,40.565,21.39,51.04,18.29,46.29
70,20,22.79,43.5,22.033333333333296,42.433333333333294,22.1,44.2,20.79,44.76,19.39,77.5138888888889,7.6233333333333295,94.99666666666668,18.39,40.5,21.39,51.02,18.29,46.23
60,20,22.79,43.69333333333329,22.0,42.433333333333294,22.1,44.2,20.79,44.83333333333329,19.39,76.91333333333331,7.69,95.26333333333329,18.39,40.545,21.408333333333296,51.15,18.29,46.145
60,20,22.7,43.8266666666667,22.0,42.5,22.1,44.225,20.79,45.0,19.3622222222222,76.995,7.8,95.09,18.39,40.5961111111111,21.3961111111111,51.308888888888895,18.29,46.23
60,30,22.7,43.9,21.89,42.59,22.0722222222222,44.23666666666671,20.8566666666667,45.4,19.29,76.7766666666667,7.8,95.03,18.4327777777778,40.7227777777778,21.39,51.6044444444444,18.29,46.29
50,20,22.7,44.0,21.89,42.6633333333333,22.0222222222222,44.145,20.89,45.6266666666667,19.29,76.4016666666667,7.8,95.06333333333329,18.4144444444444,40.72,21.39,51.8738888888889,18.29,46.433333333333294
60,20,22.6333333333333,43.933333333333294,21.79,42.6266666666667,22.0,44.1755555555556,20.963333333333296,45.7,19.29,76.0344444444444,7.8,95.26333333333329,18.4572222222222,40.8266666666667,21.39,52.065,18.29,46.56
50,20,22.6,44.0,21.79,42.7,22.0,44.1511111111111,21.0,45.79,19.225,74.8872222222222,7.8,95.5,18.445,40.86166666666671,21.39,52.2427777777778,18.29,46.6266666666667
50,20,22.533333333333296,44.0,21.7,42.79,22.0,44.2,21.0,45.863333333333294,19.2,73.89777777777779,7.866666666666669,95.7,18.4572222222222,40.9611111111111,21.39,52.4155555555556,18.29,46.76
60,30,22.5,44.0,21.7,42.863333333333294,22.0,44.2,21.1,46.09,19.1888888888889,73.2755555555556,7.9,95.995,18.4694444444444,41.0072222222222,21.39,52.5933333333333,18.29,46.79
70,20,22.5,44.06,21.6,42.933333333333294,21.9877777777778,44.2,21.2,46.2,19.1888888888889,72.56999999999998,7.9,96.0,18.4694444444444,41.065,21.39,52.7,18.29,46.863333333333294
60,20,22.39,44.0,21.6,43.0,21.9877777777778,44.2,21.1333333333333,46.26,19.183333333333305,71.925,7.9,96.06,18.4816666666667,41.0811111111111,21.351111111111095,52.7733333333333,18.29,46.9
60,20,22.39,44.0,21.6,43.0,22.0,44.23,21.2,46.29,19.1111111111111,71.425,7.866666666666669,96.1266666666667,18.4755555555556,41.1633333333333,21.29,52.975,18.29,46.9666666666667
40,10,22.39,44.06,21.533333333333296,43.06,22.0,44.21,21.2,46.29,19.116666666666696,70.9633333333333,7.72666666666667,95.7266666666667,18.5,41.2,21.29,53.2805555555556,18.29,47.09
20,0,22.29,44.23,21.5,43.23,21.963333333333296,44.2,21.2,46.1633333333333,19.1055555555556,70.5305555555556,7.5,95.3966666666667,18.5,41.23,21.29,53.5444444444444,18.29,47.1633333333333
20,0,22.29,44.29,21.4175,43.245,21.9327777777778,44.2,21.2,46.03,19.1,70.1516666666667,7.43333333333333,95.6566666666667,18.5,41.285,21.255,53.7977777777778,18.29,47.29
20,0,22.2,44.2,21.39,43.363333333333294,21.9022222222222,44.2,21.1,45.9,19.1,69.8316666666667,7.3,96.09,18.5,41.29,21.2,54.0172222222222,18.29,47.363333333333294
30,0,22.2,44.2,21.39,43.4,21.89,44.22,21.033333333333296,45.8266666666667,19.1,69.5061111111111,7.22666666666667,96.1566666666667,18.5,41.3022222222222,21.2,54.0961111111111,18.29,47.53
50,0,22.1666666666667,44.29,21.323333333333295,43.4666666666667,21.84,44.145,20.963333333333296,45.79,19.038888888888895,69.1566666666667,7.22666666666667,96.6666666666667,18.5,41.3572222222222,21.2,54.2127777777778,18.29,47.6633333333333
50,0,22.1,44.29,21.29,43.53,21.8455555555556,44.2316666666667,20.89,45.863333333333294,19.0,68.8316666666667,7.366666666666669,97.06,18.4755555555556,41.3755555555556,21.1722222222222,54.308333333333294,18.29,47.8266666666667
50,0,22.1,44.3266666666667,21.23,43.53,21.873333333333296,44.275,20.8566666666667,45.863333333333294,19.0,68.5672222222222,7.5,97.23,18.5,41.4,21.1333333333333,54.45,18.29,47.9666666666667
40,0,22.1,44.4,21.2,43.53,21.89,44.29,20.79,45.79,19.0,68.35,7.5,97.1566666666667,18.5,41.41666666666671,21.1,54.5811111111111,18.29,48.145
40,0,22.0,44.29,21.2,43.59,21.9144444444444,44.29,20.7,45.9,19.0,68.1322222222222,7.43333333333333,97.16,18.5,41.5,21.1,54.8627777777778,18.29,48.433333333333294
40,0,22.0,44.363333333333294,21.2,43.7,21.9816666666667,44.3327777777778,20.7,45.9,19.0,67.9222222222222,7.5,97.3666666666667,18.5,41.5,21.1222222222222,55.1572222222222,18.3566666666667,48.56
50,0,21.963333333333296,44.5,21.1333333333333,43.7,22.0166666666667,44.43166666666671,20.6666666666667,45.863333333333294,19.0,67.7405555555556,7.53,97.53,18.5,41.5,21.1,55.245,18.39,48.73
50,0,21.89,44.5,21.1,43.79,22.0444444444444,44.5066666666667,20.6,45.79,19.0,67.545,7.73,97.73,18.5,41.575,21.1,55.285,18.39,48.863333333333294
50,0,21.89,44.53,21.1,43.79,22.1,44.6327777777778,20.566666666666695,45.79,19.0,67.3938888888889,7.95,98.0,18.5,41.59,21.1,55.235,18.39,48.933333333333294
50,0,21.823333333333295,44.53,21.066666666666695,43.9,22.1,44.6877777777778,20.5,45.863333333333294,18.9816666666667,67.1855555555556,8.099999999999998,98.09,18.5,41.59,21.1222222222222,55.29,18.39,49.06
50,0,21.79,44.53,21.0,43.9,22.15,44.725,20.5,45.8266666666667,18.9144444444444,67.0494444444444,8.16,98.1566666666667,18.5,41.67,21.1,55.29,18.39,49.23
40,0,21.79,44.59,21.0,43.933333333333294,22.2,44.77,20.5,45.925,18.9022222222222,66.8833333333333,8.22666666666667,98.2266666666667,18.5,41.79,21.1,55.235,18.39,49.363333333333294
50,0,21.79,44.6266666666667,21.0,44.0,22.2,44.79,20.4266666666667,45.933333333333294,18.89,66.7627777777778,8.359999999999998,98.3,18.5,41.8205555555556,21.0722222222222,55.1694444444444,18.39,49.53
40,0,21.79,44.7,20.945,44.09,22.2,44.79,20.39,45.9,18.89,66.5861111111111,8.42666666666667,98.3666666666667,18.5,41.9,21.0277777777778,55.1205555555556,18.39,49.6633333333333
40,0,21.745,44.79,20.89,44.09,22.225,44.8205555555556,20.39,45.9666666666667,18.89,66.4322222222222,8.56666666666667,98.5,18.5,41.9,21.038888888888895,55.1527777777778,18.39,49.79
